Date,Open,High,Low,Close,Adj Close,Volume
2023-12-25,95.419998,96.089996,93.844002,94.169998,94.169998,24101500
2023-12-25,94.404999,96.239998,94.404999,94.650002,94.650002,25395200
2023-12-25,94.489998,95.919998,92.355003,92.660004,92.660004,24438900
2023-12-25,92.5,93.18,90.800003,91.010002,91.010002,32850100
2023-12-25,90.565002,93.080002,89.940002,91.660004,91.660004,31508600
2023-12-25,93.07,94.830002,92.779999,94.25,94.25,32303900
2023-12-25,93.540001,97.25,93.040001,96.550003,96.550003,38367300
2023-12-25,96.57,101.970001,95.870003,101.07,101.07,54499500
2023-12-25,100.839996,103.489998,100.75,102.459999,102.459999,76140300
2023-12-25,101.059998,102.580002,100.790001,101.93,101.93,26033900
2023-12-25,101.980003,105.959999,101.860001,105.839996,105.839996,33122800
2023-12-25,105.139999,107.510002,104.209999,104.220001,104.220001,32336900
2023-12-25,105.889999,107.100998,105.410004,106.260002,106.260002,31385800
2023-12-25,105.739998,106.160004,104.739998,106.059998,106.059998,25236200
2023-12-25,105.32,105.400002,102.629997,103.059998,103.059998,25393400
2023-12-25,103,103,100.279999,101.360001,101.360001,24913500
2023-12-25,102.720001,102.82,101.029999,101.900002,101.900002,26148300
2023-12-25,101.440002,101.610001,100.290001,101.32,101.32,25009800
2023-12-25,101.709999,104.190002,101.440002,104,104,28108000
2023-12-25,102.669998,104.949997,102.379997,104.910004,104.910004,20719900
2023-12-25,104.839996,106.099998,104.599998,105.120003,105.120003,20377200
2023-12-25,106.120003,106.540001,104.101997,104.949997,104.949997,21864200
2023-12-25,105.769997,109.629997,104.815002,108.900002,108.900002,34684200
2023-12-25,107.389999,107.970001,105.599998,106.949997,106.949997,19741500
2023-12-25,106.919998,107.220001,105.279999,106.120003,106.120003,18721300
2023-12-25,107.389999,107.586998,104.970001,105.220001,105.220001,22761600
2023-12-25,106.470001,108.264999,106.440002,108.190002,108.190002,21650700
2023-12-25,107.690002,109.580002,107.589996,109.459999,109.459999,20758700
2023-12-22,105.43,106.709999,105.32,106.419998,106.419998,29043400
2023-12-22,107,107.050003,104.779999,105.120003,105.120003,17641400
2023-12-22,104.214996,105.724998,103.800003,105.019997,105.019997,16732000
2023-12-22,104.650002,106.888,104.639999,105.900002,105.900002,22515300
2023-12-22,106.089996,106.639999,105.485001,105.910004,105.910004,22379000
2023-12-22,106.050003,107.32,105.360001,106.779999,106.779999,21410900
2023-12-22,106.610001,107.440002,104.559998,104.610001,104.610001,31408100
2023-12-22,105.559998,107.019997,103.269997,104.449997,104.449997,37068200
2023-12-22,105.230003,109.150002,104.419998,108.370003,108.370003,38235200
2023-12-22,107.800003,108.290001,106.040001,108.220001,108.220001,23957900
2023-12-22,107.720001,108.68,107.5,107.709999,107.709999,20926300
2023-12-22,107.660004,107.730003,104.5,105.980003,105.980003,20343100
2023-12-22,106.220001,108.129997,105.620003,106.120003,106.120003,17116300
2023-12-22,106.160004,106.300003,104.699997,105.209999,105.209999,19780600
2023-12-22,105.32,106.440002,104.738998,106.214996,106.214996,20705300
2023-12-22,105.794998,108.419998,105.790001,108.239998,108.239998,17266000
2023-12-22,108.779999,110.595001,107.724998,107.940002,107.940002,24782400
2023-12-22,108.550003,113.510002,108.480003,112.279999,112.279999,47533500
2023-12-22,115.860001,118.440002,114.93,116.900002,116.900002,57115100
2023-12-22,117,118.260002,116.550003,117.919998,117.919998,31272500
2023-12-22,116.489998,118.794998,116.480003,116.959999,116.959999,22107900
2023-12-22,116.830002,121.199997,116.830002,120.089996,120.089996,32370100
2023-12-22,120.18,122.279999,119.459999,121.480003,121.480003,26659600
2023-12-21,121.559998,123.900002,121.489998,123.519997,123.519997,27014500
2023-12-21,124.199997,126.478996,122.720001,123.25,123.25,30251300
2023-12-21,123.510002,127.050003,123.449997,125.870003,125.870003,29760200
2023-12-21,124.93,125.419998,123.050003,123.290001,123.290001,24477900
2023-12-21,121.879997,122.75,120.75,121.639999,121.639999,23087900
2023-12-21,125.209999,125.980003,122.900002,124.349998,124.349998,33812700
2023-12-21,124.065002,126,123.290001,125.43,125.43,25154700
2023-12-21,126.290001,126.379997,122.889999,124.639999,124.639999,27230700
2023-12-21,123.699997,124.900002,123.099998,123.370003,123.370003,41548800
2023-12-21,123.5,125.040001,123.300003,124.370003,124.370003,25017700
2023-12-21,124.489998,126.745003,124.349998,125.230003,125.230003,19362400
2023-12-21,124.610001,127.989998,124.379997,126.629997,126.629997,22672500
2023-12-21,126.599998,128.880005,125.970001,127.910004,127.910004,19450100
2023-12-21,127.574997,129.550003,122.629997,122.940002,122.940002,34179300
2023-12-21,122.584999,123.730003,122.010002,122.669998,122.669998,24815000
2023-12-21,122.559998,124.285004,122.419998,122.870003,122.870003,20304500
2023-12-21,123.394997,124.75,122.349998,124.349998,124.349998,22255700
2023-12-21,125.650002,125.860001,123.845001,124.43,124.43,19287700
2023-12-21,123.800003,124.790001,122.160004,124.379997,124.379997,24659600
2023-12-21,123.879997,126.160004,123.139999,125.790001,125.790001,24517100
2023-12-21,126.699997,126.699997,123.790001,124.059998,124.059998,56686800
2023-12-21,123.535004,125.175003,122.830002,123.849998,123.849998,22698000
2023-12-21,123.235001,123.410004,120.860001,121.260002,121.260002,22612000
2023-12-21,120.660004,123.934998,119.599998,123.870003,123.870003,20781900
2023-12-21,122.040001,123.440002,121.860001,123.019997,123.019997,29542900
2023-12-20,121.466003,122.720001,118.989998,119.089996,119.089996,23185000
2023-12-20,117.839996,119.894997,116.910004,119.010002,119.010002,27221700
2023-12-20,117.959999,121.269997,117.599998,121.080002,121.080002,19753100
2023-12-20,120.089996,120.910004,119.209999,120.010002,120.010002,18517500
2023-12-20,121.099998,122.029999,120.879997,120.970001,120.970001,23865800
2023-12-20,120.32,121.019997,119.705002,120.559998,120.559998,13888300
2023-12-20,120.059998,123.370003,120.059998,122.629997,122.629997,17830300
2023-12-20,120.639999,121.150002,119.25,120.93,120.93,17732500
2023-12-20,120.889999,121.75,120.089996,120.139999,120.139999,20982400
2023-12-20,119.07,119.07,116.639999,116.870003,116.870003,32960100
2023-12-20,116.760002,118.224998,115.830002,117.709999,117.709999,18286600
2023-12-20,119.300003,120.959999,119,119.620003,119.620003,22059600
2023-12-20,121.540001,125.334999,121.059998,124.830002,124.830002,31535900
2023-12-20,125.129997,127.089996,124.900002,125.699997,125.699997,20482800
2023-12-20,126.059998,127.279999,124.5,125.059998,125.059998,20675300
2023-12-20,124.904999,124.989998,123.300003,124.080002,124.080002,21071200
2023-12-20,124.790001,125.470001,122.470001,122.779999,122.779999,22313800
2023-12-20,122.120003,124.699997,118.684998,119.529999,119.529999,27541700
2023-12-20,120.870003,121.300003,119.07,120.309998,120.309998,56498100
2023-12-20,121.926003,123.349998,121.379997,121.879997,121.879997,22276100
2023-12-20,121.879997,123.690002,121.529999,122.790001,122.790001,31820800
2023-12-20,130.360001,131.369995,128.710007,129.660004,129.660004,46216900
2023-12-20,131.800003,133.600006,129.179993,129.869995,129.869995,35931600
2023-12-20,130.970001,134.070007,130.919998,133.009995,133.009995,26971000
2023-12-20,133.009995,133.830002,132.130005,133.110001,133.110001,18381900
2023-12-20,130.854996,132.919998,130.75,131.889999,131.889999,22154300
2023-12-20,129.839996,130.419998,127.849998,128.639999,128.639999,22705800
2023-12-20,128.369995,129.770004,127.775002,128.770004,128.770004,15018100
2023-12-20,129.600006,131.929993,128.315002,128.539993,128.539993,20509500
2023-12-20,129.509995,132.059998,129.429993,131.940002,131.940002,17621000
2023-12-20,130.979996,131.940002,130.130005,131.839996,131.839996,16836000
2023-12-20,132.190002,132.470001,129.505005,130.149994,130.149994,17745200
2023-12-20,131.970001,132.647003,130.035004,130.210007,130.210007,17855700
2023-12-20,129.201996,130.440002,128.75,130.169998,130.169998,15191500
2023-12-20,129.850006,131.910004,129.589996,131.830002,131.830002,17526200
2023-12-20,131.589996,131.990005,129.819,130.270004,130.270004,14769200
2023-12-20,129.279999,130.897995,128.460007,129.110001,129.110001,17548400
2023-12-20,130.449997,132.490997,129.850006,130.460007,130.460007,23665600
2023-12-20,129.059998,129.830002,127,128.110001,128.110001,23619400
2023-12-20,127.849998,129.259995,127.160004,128.929993,128.929993,21851100
2023-12-20,129.130005,130.949997,128.925003,129.690002,129.690002,15569400
2023-12-20,130.850006,134.070007,130.509995,133.210007,133.210007,26497000
2023-12-20,134.727005,134.970001,130.300003,130.419998,130.419998,18680400
2023-12-20,130.139999,131.399994,128.039993,130.690002,130.690002,20678100
2023-12-20,132.080002,133.240005,130.850006,131.789993,131.789993,16715500
2023-12-20,132.998001,137.294998,132.979996,135.490005,135.490005,30803300
2023-12-20,135.570007,137.25,135.020996,136.929993,136.929993,21773400
2023-12-20,137.050003,138.399994,136.820007,137.350006,137.350006,28147900
2023-12-20,138.429993,138.580002,135.940002,136.800003,136.800003,16665700
2023-12-20,136.440002,137.369995,135.559998,136.710007,136.710007,17730200
2023-12-20,137.014999,137.479996,134.690002,135.369995,135.369995,15814300
2023-12-20,134.600006,136.580002,133.960007,136.199997,136.199997,16976000
2023-12-20,135.869995,137.514999,135.869995,137.199997,137.199997,17810700
2023-12-20,137.380005,138.264008,136.550003,137.740005,137.740005,17180800
2023-12-20,137.130005,137.639999,135.929993,136.070007,136.070007,15212900
2023-12-20,135.899994,137.699997,134.929993,137.5,137.5,16394900
2023-12-20,138.389999,139.550003,137.059998,138.990005,138.990005,19064600
2023-12-20,138.800003,139.360001,137.179993,138.300003,138.300003,48947600
2023-12-20,137.630005,139.929993,137.630005,138.960007,138.960007,16233600
2023-12-20,138.25,139.175003,137.5,138.830002,138.830002,15479100
2023-12-20,138.830002,138.839996,134.520004,134.589996,134.589996,21473500
2023-12-20,132.389999,133.190002,131.089996,131.360001,131.360001,22042700
2023-12-20,131.679993,133.009995,130.509995,131.25,131.25,17348700
2023-12-20,130.770004,132.220001,130.029999,132.169998,132.169998,14650000
2023-12-20,130.914001,131.404999,128.190002,129.449997,129.449997,20378800
2023-12-20,129.440002,131.720001,129.380005,131.460007,131.460007,18764200
2023-12-20,130.690002,134.179993,130.690002,133.130005,133.130005,18201400
2023-12-20,134.080002,134.889999,131.320007,131.850006,131.850006,23224200
2023-12-20,132.154999,135.360001,132.065002,135.169998,135.169998,19210400
2023-12-20,134.929993,135.240005,132.815002,133.300003,133.300003,19628700
2023-12-20,133.660004,136.570007,133.429993,136.270004,136.270004,22848000
2023-12-20,136.130005,136.5,134.455002,135.990005,135.990005,15922900
2023-12-20,134.940002,139.186005,134.940002,138.729996,138.729996,20819300
2023-12-20,137.990005,139.970001,136.699997,139.5,139.5,16599100
2023-12-20,139.509995,140.740005,138.429993,139.199997,139.199997,19554900
2023-12-20,139.850006,142.220001,139.839996,141.699997,141.699997,20146300
2023-12-20,142.160004,142.380005,139.449997,140.289993,140.289993,18173100
2023-12-20,140.649994,141.339996,137.970001,138.580002,138.580002,19438700
2023-12-20,139.729996,140.904999,139.320007,140.490005,140.490005,17345600
2023-12-20,140.029999,141.25,138.529007,140.990005,140.990005,17424000
2023-12-20,140.75,141.990005,138.705002,139.279999,139.279999,18304900
2023-12-20,139.800003,141.005005,138.600006,138.979996,138.979996,21831200
2023-12-20,138.589996,139.039993,136.244995,136.740005,136.740005,24953900
2023-12-20,136.229996,139.020004,135.110001,137.899994,137.899994,20780700
2023-12-20,139.160004,140.710007,138.75,140.119995,140.119995,26535200
2023-12-20,129.770004,130.100006,126.089996,126.669998,126.669998,58796100
2023-12-20,124.470001,125.459999,122.32,123.440002,123.440002,33907400
2023-12-20,124.029999,124.440002,121.459999,123.400002,123.400002,37367700
2023-12-20,124.459999,126.550003,123.879997,125.75,125.75,24165600
2023-12-20,126.269997,126.559998,123.925003,125.300003,125.300003,21123400
2023-12-20,125.339996,127.739998,124.925003,127.57,127.57,26536600
2023-12-20,129.559998,130.089996,128.110001,128.580002,128.580002,24091700
2023-12-20,129.089996,130.729996,129.009995,130.369995,130.369995,19517900
2023-12-20,130.220001,131.559998,129.929993,131.449997,131.449997,15360400
2023-12-20,131.979996,133.279999,131.139999,132.399994,132.399994,19223800
2023-12-26,132.360001,133.539993,132.160004,133.259995,133.259995,15093600
2023-12-26,133.360001,133.960007,131.509995,131.690002,131.690002,17976500
2023-12-26,131.529999,134.270004,130.869995,134.059998,134.059998,20872900
2023-12-26,133.360001,134.110001,132.770004,133.639999,133.639999,16409900
2023-12-26,135.649994,137.240005,135.100006,135.429993,135.429993,22317300
2023-12-26,136.639999,136.839996,135.330002,136.380005,136.380005,15840900
2023-12-26,136.960007,138.880005,136.080002,138.699997,138.699997,17615100
2023-12-26,137.820007,138,135.479996,136.940002,136.940002,25565300
2023-12-26,135.5,138.425003,135.490005,137.919998,137.919998,19569400
2023-12-26,137.940002,138.964996,137.705002,138.619995,138.619995,17648100
2023-12-26,139.100006,141.100006,139,140.020004,140.020004,17306400
2023-12-26,139.539993,139.677002,137.470001,138.220001,138.220001,8828600
2023-12-26,137.570007,139.630005,137.539993,138.050003,138.050003,17886400
2023-12-26,137.630005,138.660004,137.039993,138.619995,138.619995,17046900
2023-12-26,138.985001,139.669998,136.294998,136.399994,136.399994,21014700
2023-12-26,136.399994,136.960007,132.789993,133.919998,133.919998,29913500
2023-12-26,133.320007,133.5,132.151993,133.320007,133.320007,24258400
2023-12-26,131.294006,131.449997,129.399994,130.630005,130.630005,24117100
2023-12-26,130.369995,133.539993,129.729996,132.389999,132.389999,19235100
2023-12-27,132.899994,133.309998,131.309998,131.429993,131.429993,16360600
2023-12-27,136.600006,140,136.229996,138.449997,138.449997,38419400
2023-12-27,135.660004,137.990005,135.570007,136.639999,136.639999,22990900
2023-12-27,133.820007,134.789993,132.889999,134.699997,134.699997,24502900
2023-12-27,133.270004,134.539993,132.830002,133.639999,133.639999,26584000
2023-12-27,134.544998,134.779999,132.949997,133.970001,133.970001,25414500
2023-12-27,134.770004,135.035004,131.059998,133.199997,133.199997,29619100
2023-12-27,132.919998,134.830002,132.630005,133.839996,133.839996,58569400
2023-12-27,133.860001,138.380005,133.770004,137.190002,137.190002,25699800
2023-12-27,138,138.770004,137.449997,138.100006,138.100006,20661000
2023-12-27,140.330002,143.078003,139.410004,139.660004,139.660004,33507300
2023-12-27,140.770004,142.029999,140.473007,141.800003,141.800003,18101500
2023-12-27,142.130005,143.25,142.054993,142.720001,142.720001,18494700
